longitude,latitude,age,rooms,bedrooms,population,households,income,value
-117.46,34.04,3,12870,2315,5820,1759,4.2429,147300
-117.45,34.11,7,6356,1244,4052,1164,2.9112,121700
-117.43,34.09,18,3172,632,1621,573,2.7437,120200
-117.38,34.11,32,3179,662,1878,661,3.1375,101200
-117.39,34.1,12,7184,1516,4862,1235,2.4492,103800
-117.39,34.13,9,2228,398,1316,370,4.1632,119800
-117.39,34.12,7,5059,780,3253,801,4.9196,140500
-117.39,34.07,26,1387,277,664,239,3.0278,96800
-117.36,34.1,31,2587,531,1227,489,2.3578,88600
-117.33,34.12,33,933,219,838,211,1.3417,69000
-117.34,34.13,29,331,85,341,107,0.7069,70300
-117.32,34.11,41,1229,302,994,270,1.4891,67300
-117.35,34.09,14,5983,1224,3255,1150,2.5902,111500
-117.41,34.24,20,1160,181,543,188,5.2072,164300
-117.3,34.18,19,2526,381,1176,381,5.5136,137100
-117.3,34.15,33,1607,282,608,260,4.3438,115000
-117.31,34.13,36,1076,283,773,224,2.6307,66400
-117.3,34.11,42,525,111,444,120,2.6771,67000
-117.31,34.11,52,851,190,731,190,1.9044,64900
-117.31,34.11,41,1105,257,816,197,1.9375,64100
-117.32,34.1,27,2053,461,1737,463,3.1213,78800
-117.31,34.09,34,1336,345,1009,311,1.608,73700
-117.27,34.16,32,2894,427,1151,446,6.2236,159700
-117.29,34.12,40,2198,612,1517,531,1.0951,65800
-117.29,34.13,44,2337,563,1238,467,1.5156,75800
-117.25,34.16,35,2707,481,1595,479,3.9018,91500
-117.27,34.1,9,3904,1042,3688,896,1.8022,78000
-117.34,34.08,33,4924,1007,3502,953,3.233,99400
-117.31,34.08,43,1697,387,1181,352,1.9234,74600
-117.31,34.03,9,1199,187,629,207,5.7393,151600
-117.27,34.08,38,1093,256,856,212,1.4279,73000
-117.27,34.06,20,5258,1514,3780,1404,2.025,85700
-117.21,34.14,16,1613,245,811,267,5.2591,140700
-117.2,34.14,18,1920,333,890,323,5.159,144800
-117.24,34.13,26,3774,716,1913,620,3.3534,98900
-117.23,34.12,6,4464,1093,2364,952,2.3848,81600
-117.2,34.13,14,3998,711,1509,665,3.4138,126700
-117.23,34.11,33,2170,500,1425,472,2.0133,78300
-117.21,34.12,32,1677,354,1021,339,3.6853,90900
-117.21,34.11,27,1245,229,692,234,3.2176,89400
-117.21,34.08,5,5749,1385,2382,1088,3.0587,143100
-117.18,34.08,28,2243,399,1464,379,3.2105,90300
-117.19,34.06,21,6107,1559,2805,1444,2.5643,102700
-117.18,34.05,29,3436,731,1323,676,2.4943,122300
-117.17,34.08,5,1473,228,842,257,4.875,138100
-117.15,34.06,25,3670,644,1815,634,4.0658,127400
-117.16,34.06,33,2101,468,1997,412,2.8125,117200
-117.17,34.03,33,4583,648,1760,638,6.3308,230600
-117.07,34.05,14,5764,1006,1876,841,1.9694,173200
-117.03,34.02,26,3909,670,1884,665,4.1361,121000
-117.01,34.01,15,5592,891,2419,840,4.7193,135200
-117.08,34.03,23,3862,699,2082,652,3.154,115700
-117.03,34.03,26,3501,664,1860,681,3.0403,113500
-117.29,35.54,35,7922,1636,3431,1329,3.4145,40400
-117.42,34.59,8,5445,1360,3220,1214,1.7567,69500
-117.54,34.55,5,2949,671,1620,530,2.9479,83300
-117.12,34.46,17,1613,326,765,300,2.6827,110400
-117.11,34.43,14,3026,556,1349,485,2.8021,111200
-117.22,34.48,7,2449,447,1217,408,3.6646,109900
-117.25,34.53,13,5841,955,2455,915,4.1333,158200
-117.3,34.53,38,1643,489,1196,406,1.2275,64100
-117.31,34.53,26,2299,496,1259,441,2.6125,79900
-117.3,34.52,34,4493,838,2335,779,3.1635,74300
-117.3,34.39,11,3572,592,1876,507,3.6615,105100
-117.31,34.41,14,3019,643,1639,582,1.5288,103400
-117.34,34.39,8,3579,672,2216,630,3.4038,100500
-117.31,34.43,16,5130,1172,3126,1046,1.6784,71900
-117.35,34.44,9,11810,2181,6716,2081,3.1821,95600
-117.27,34.45,8,6463,1095,3213,1031,3.2215,108800
-115.75,35.23,5,208,78,132,56,2.5333,75000
-116.57,35.43,8,9975,1743,6835,1439,2.7138,22500
-116.56,34.06,15,6928,1529,2568,1075,2.5405,69600
-116.47,34.07,22,5473,1234,2581,1098,1.9375,65300
-116.43,34.1,17,6683,1296,2677,1227,2.4828,84000
-114.31,34.19,15,5612,1283,1015,472,1.4936,66900
-114.61,34.83,31,2478,464,1346,479,3.212,70400
-117.32,34.24,29,1290,263,323,113,1.9265,103300
-117.17,34.28,13,4867,718,780,250,7.1997,253800
-116.86,34.23,13,4760,938,309,132,5.4618,147800
-116.99,34.3,29,5055,1036,410,191,3.5104,157100
-116.85,34.26,18,6988,1635,2044,726,2.4308,90600
-116.98,34.13,16,2098,449,342,143,4.0333,133900
-116.85,34.98,26,3606,792,1683,608,2.6587,57400
-117,34.87,16,6862,1292,3562,1126,3.6091,87200
-116.94,34.4,20,6541,1401,2631,980,2.1339,78500
-117.16,32.75,34,1785,558,804,490,2.2687,200000
-117.15,32.75,9,2818,821,851,555,2.6181,204200
-117.12,32.76,43,2336,644,1203,614,2.3594,127800
-117.12,32.77,48,2012,422,893,394,2.7928,175000
-117.11,32.77,52,1506,233,478,240,4.3875,300000
-117.11,32.75,21,2127,658,1812,603,1.6896,100000
-117.1,32.76,31,987,267,619,250,2.9286,151800
-117.08,32.75,20,1886,586,1134,525,1.5029,100000
-117.08,32.76,18,1704,596,1639,548,1.7391,125000
-117.06,32.75,34,1917,419,1181,426,3.0208,129200
-117.08,32.74,26,2359,622,2067,581,1.8103,124700
-117.08,32.74,35,1434,253,753,228,2.3812,135100
-117.07,32.73,18,2968,656,1149,581,2.6452,154200
-117.06,32.77,34,1730,373,730,350,2.0284,161800
-117.07,32.7,14,2763,456,1914,465,4.1645,143000
-117.02,32.71,30,3187,592,2082,631,3.5388,118500
-117.03,32.7,19,2304,572,2010,556,2.2866,109900
-117.06,32.67,29,4047,754,2353,730,4.0505,125000
-117.02,32.68,14,3986,675,2065,702,5.7192,267400
-117.04,32.68,11,1875,357,1014,386,4.375,115000
-117.03,32.69,8,2460,397,1784,390,4.5662,175500
-117.1,32.69,11,3071,911,2812,774,1.2413,83100
-117.09,32.71,29,2238,523,2061,504,2.5559,96800
-117.1,32.71,29,3422,713,2775,644,1.7075,86900
-117.1,32.69,37,1269,340,1369,302,2.2102,87200
-117.1,32.69,35,1292,272,1183,272,2.0547,98000
-117.11,32.69,37,2395,627,2489,599,1.5933,86300
-117.12,32.7,37,1361,348,1398,328,1.1681,78100
-117.13,32.7,48,786,230,917,231,1.875,75600
-117.13,32.7,42,1210,292,945,258,0.8991,78900
-117.13,32.7,38,1445,392,1286,357,1.4632,80200
-117.14,32.71,34,1694,455,1467,425,2.1164,139400
-117.14,32.72,45,1140,310,840,339,1.6156,156300
-117.14,32.7,48,510,180,545,132,1.8008,86500
-117.16,32.71,5,2508,827,2066,761,1.3092,325000
-117.17,32.71,39,311,181,206,113,0.7685,187500
-117.16,32.73,52,1863,559,906,493,1.9203,195800
-117.17,32.74,39,3803,806,1567,775,3.7039,361500
-117.22,32.74,52,1283,173,436,190,7.4029,345700
-117.24,32.73,37,2260,354,809,351,5.9113,388300
-117.23,32.72,38,2827,581,972,558,3.2361,500001
-117.25,32.74,40,2186,549,953,515,2.8007,257100
-117.24,32.75,36,2831,669,1279,660,2.9896,252700
-117.25,32.75,36,1929,526,974,491,1.7622,205800
-117.25,32.79,43,906,240,458,205,1.8365,328600
-117.25,32.78,36,1527,427,710,312,2.7857,291700
-117.23,32.79,23,2578,665,989,622,3.5484,238000
-117.24,32.79,20,961,278,525,254,3.1838,245800
-117.23,32.81,28,1508,263,996,267,3.8026,270000
-117.25,32.79,27,848,300,455,298,3.0774,275000
-117.23,32.8,28,3379,918,1849,849,3.0293,241700
-117.26,32.81,30,1328,346,577,328,2.3284,290600
-117.26,32.81,37,1616,421,650,395,2.92,326500
-117.31,32.82,42,2785,389,833,333,11.3074,500001
-117.23,32.81,24,3271,508,1496,482,5.9359,422200
-117.27,32.84,26,3940,657,1180,600,6.1025,500001
-117.29,32.92,25,2355,381,823,358,6.8322,500001
-117.25,32.86,27,2530,469,594,326,7.2821,500001
-117.2,32.85,26,2298,549,980,555,2.4207,213500
-117.23,32.86,16,1675,354,604,332,5.2326,188300
-117.2,32.86,4,4308,1095,1923,932,3.9356,267000
-117.21,32.87,12,1428,303,528,269,4.1429,254400
-117.15,32.91,15,1613,303,702,240,4.875,169300
-117.13,32.91,15,1450,266,747,290,3.6111,196300
-117.14,32.91,14,3014,710,2165,705,3.7837,160300
-117.12,32.9,14,3249,937,1929,838,2.8588,92500
-117.13,32.92,17,1481,315,1002,300,3.6196,163400
-117.14,32.93,12,1474,364,1009,372,4.0521,166700
-117.14,32.93,16,2412,419,1612,422,4.5086,171100
-117.15,32.93,16,2718,438,1515,431,5.1433,185300
-117.14,32.92,15,1558,314,949,332,5.2864,174400
-117.18,32.92,4,15025,2616,7560,2392,5.196,210700
-117.25,32.94,16,4755,807,1829,756,6.7694,425900
-117.13,32.98,5,2276,311,1158,317,6.4321,271900
-117.18,32.95,4,19001,2688,8980,2441,6.3237,260900
-117.13,32.96,15,2267,292,1180,289,6.712,240200
-117.24,32.98,4,6423,1042,2607,983,7.6348,337000
-117.22,32.83,31,2558,512,1164,492,3.4318,200400
-117.2,32.84,34,3353,544,1583,571,4.55,187700
-117.21,32.83,28,3241,533,1334,513,4.1806,199600
-117.2,32.82,35,2772,537,1392,521,3.337,172300
-117.18,32.84,30,2290,523,1272,472,3.5606,165100
-117.17,32.82,24,1623,417,911,397,2.7401,198100
-117.17,32.82,21,2869,596,1471,577,3.0375,197600
-117.18,32.83,31,1772,353,1090,350,3.9265,162000
-117.18,32.82,25,1756,301,722,312,4.5625,162300
-117.17,32.79,43,1269,297,946,285,2.1447,133300
-117.21,32.8,34,1398,222,532,244,3.7102,289600
-117.2,32.79,34,757,212,409,222,3.2312,192200
-117.2,32.78,38,2662,498,1132,496,4.0057,241600
-117.15,32.8,41,1413,261,1070,259,2.3578,166700
-117.13,32.79,35,1362,243,698,255,3.6458,173800
-117.09,32.81,7,6100,1185,2710,1040,5.5673,288200
-117.11,32.79,16,2574,771,1129,721,3.3849,96900
-117.11,32.78,16,2470,830,1170,724,3.5562,73500
-117.11,32.78,16,2220,512,930,527,3.6528,133200
-117.09,32.79,31,2019,417,872,386,3.1964,177700
-117.07,32.8,36,2028,349,820,352,3.9828,168900
-117.07,32.8,23,2698,410,1094,411,5.1782,195100
-117.04,32.81,12,2880,406,1381,418,6.5412,254200
-117.04,32.58,14,2355,406,1883,401,5.0311,152100
-117.05,32.56,22,2172,563,2049,524,2.0159,139300
-117.1,32.58,23,1662,377,1318,386,2.3,120800
-117.1,32.58,17,2046,559,1585,530,2.25,132800
-117.1,32.58,33,393,76,330,80,4.1029,122700
-117.07,32.57,17,2961,634,1911,615,2.5859,131400
-117.07,32.56,9,3648,895,3293,840,3.0992,142600
-117.07,32.58,25,1607,280,899,260,3.8194,134400
-117.12,32.57,21,1738,295,983,298,4.8274,174100
-117.12,32.56,20,2524,682,1819,560,2.9286,257700
-117.17,32.69,40,2236,331,767,316,5.3177,500001
-117.17,32.69,19,2802,802,1159,597,4.7891,334600
-117.09,32.67,31,2051,549,1581,538,2.052,108900
-117.1,32.69,29,4174,1195,3675,1124,1.8112,103600
-117.1,32.68,49,1412,350,1200,332,2.0398,93600
-117.09,32.65,25,3509,985,2359,899,2.6296,150000
-117.1,32.64,29,1578,460,1236,461,2.5658,134700
-117.09,32.62,37,1925,428,1344,426,2.4866,129700
-117.07,32.64,30,2873,774,1593,731,2.24,129500
-117.08,32.62,36,1674,309,818,307,3.4773,150400
-117.09,32.61,21,1945,430,1335,419,3.6467,113000
-117.07,32.61,10,1686,414,1000,391,2.1765,128400
-117.07,32.6,13,1607,435,983,400,2.2903,106300
-117.04,32.62,27,1710,282,1089,297,4.6793,151900
-116.97,32.65,4,16450,2833,7985,2683,5.6631,233400
-117.03,32.63,13,2087,313,1165,330,5.7789,227700
-116.98,32.73,16,952,143,530,143,5.0864,175300
-116.97,32.74,14,7410,1344,3597,1274,4.2192,176100
-116.92,32.76,7,1659,237,862,242,5.2741,249400
-116.99,32.72,14,1771,301,1046,284,4.775,143300
-117.04,32.73,36,2084,400,1097,398,3.2717,130700
-117.04,32.73,25,1375,267,1032,278,3.5492,125400
-117.03,32.74,35,1878,454,991,409,2.4345,129700
-117.03,32.77,34,1796,428,918,424,2.875,161200
-117.02,32.76,15,1204,326,543,326,1.0278,154200
-117,32.77,30,1802,401,776,386,2.8125,173500
-117.01,32.77,43,841,192,496,207,3.0179,149300
-116.99,32.77,35,2306,334,828,310,6.1103,301600
-117,32.76,31,2545,373,956,342,4.3977,226800
-116.96,32.78,26,2807,630,1785,580,2.1638,132800
-116.91,32.78,15,4058,511,1580,473,7.5,316400
-116.9,32.77,8,3600,492,1421,482,6.2609,307100
-116.95,32.78,20,3425,448,1489,443,6.2552,296400
-116.86,32.8,19,1747,291,848,290,4.875,187200
-116.83,32.81,18,2367,402,1021,395,4.8125,210500
-116.9,32.79,21,3770,491,1410,446,6.7685,294700
-116.94,32.8,21,7906,2292,4868,2117,1.8937,109800
-116.98,32.8,28,5721,1029,2672,1054,3.963,164400
-116.94,32.81,22,4266,1010,2766,985,2.8175,135200
-116.91,32.81,22,4331,637,1952,654,5.4834,232000
-116.92,32.8,33,1518,268,857,272,3.5586,160400
-116.97,32.83,17,6659,1402,3183,1378,2.949,117300
-116.98,32.88,12,7320,1279,4048,1249,4.3952,151700
-117,32.85,24,1888,319,950,319,5.282,140800
-116.94,32.83,38,1701,317,872,304,3.7831,147800
-116.91,32.86,15,3153,628,1633,527,3.6898,131000
-116.92,32.86,11,2204,518,1472,497,2.3693,127000
-116.93,32.83,19,3038,529,1463,509,3.944,172500
-116.92,32.82,17,2492,494,1278,439,2.8875,155700
-116.92,32.85,23,1378,269,767,266,4.0625,145000
-116.92,32.84,16,4675,834,2188,817,4.6674,178000
-116.89,32.82,18,2515,443,1442,449,5.0201,154400
-116.91,32.82,14,1978,424,1085,387,3.8073,170100
-116.96,32.9,16,3047,495,1507,499,5.3008,186500
-116.94,32.89,24,2541,381,1078,372,5.2542,227800
-117.03,33,6,6139,793,2693,770,7.7569,387400
-117.06,33.01,24,2618,485,726,443,3.5192,159100
-117.08,33.04,10,2577,347,1193,365,6.53,264100
-117.1,32.96,7,3619,770,1134,482,4.1279,167600
-117.05,33.03,16,87,20,32,21,4.3571,144600
-117.01,32.99,8,3372,430,1536,448,8.4284,378300
-117.08,32.93,5,14944,2490,6600,2407,6.0857,308300
-117.07,33,4,6242,1258,2211,1116,4.25,281600
-117.12,32.96,15,2869,405,1526,402,6.0175,238300
-117.23,33.01,18,3961,511,1541,470,11.1118,500001
-117.25,33,14,2518,458,931,414,5.8393,485300
-117.31,32.98,17,2789,648,849,345,4.1012,244700
-117.27,32.98,17,1853,392,351,208,5.2742,230700
-117.27,33.02,13,5723,1242,2450,1140,4.7179,376700
-117.3,33.07,14,2670,426,1034,407,6.4247,295100
-117.36,33.18,39,1546,291,833,308,2.8893,185400
-117.38,33.2,26,1427,386,974,317,1.3903,184400
-117.36,33.2,19,1926,557,1190,483,1.3269,166100
-117.32,33.22,16,1057,232,316,221,2.7417,91700
-117.35,33.23,4,1837,287,934,277,3.8958,189800
-117.3,33.25,22,2329,419,1456,381,3.7933,131000
-117.31,33.25,13,3075,630,1843,674,2.8558,97100
-117.32,33.25,7,2499,420,1314,398,4.85,186900
-117.19,33.34,15,3310,488,1104,460,6.1009,314400
-117.17,33.28,16,1921,312,862,280,5.1786,376800
-117.24,33.36,11,2786,480,1250,450,4.5,222600
-117.25,33.36,6,3725,960,2833,915,2.3214,247000
-117.34,33.46,14,1902,338,848,304,5.5395,273300
-117.19,33.41,16,3031,554,1301,518,4.0882,296100
-116.95,33.31,16,2921,639,1838,540,2.2393,117000
-117.05,33.29,17,1800,312,891,281,7.0177,267600
-117.12,33.27,11,3016,601,1727,541,4.9375,232800
-116.9,33.22,11,4132,773,2012,703,3.1906,234500
-117.15,33.2,16,2690,459,1253,393,4.0328,294600
-117.22,33.22,17,3675,672,1693,597,3.3882,190800
-117.24,33.23,21,1718,308,1194,312,3.4359,150900
-117.24,33.21,19,1872,489,1859,446,2.1875,121700
-117.24,33.21,18,1846,419,1581,387,3.0982,111300
-117.25,33.2,22,2361,618,1472,596,2.0625,124500
-117.21,33.2,22,3337,518,1288,466,5.04,253700
-117.25,33.19,18,1891,306,830,279,4.5764,207000
-117.3,33.17,6,7880,1533,3760,1460,4.1807,182600
-117.31,33.16,17,1704,263,781,281,5.6605,224400
-117.28,33.18,16,3002,591,842,538,2.1205,157300
-117.23,33.16,4,3066,625,1164,582,4,228100
-117.2,33.16,13,4503,1137,3094,1091,2.3159,91600
-117.18,33.16,15,5923,1206,3943,1006,3.1793,159900
-117.13,33.14,12,2258,456,1147,433,4.0495,153900
-117.21,33.13,19,3068,596,912,554,3.775,168000
-117.07,33.15,17,1893,297,936,287,5.1842,157700
-117.11,33.19,15,3154,488,1656,429,5.0461,222400
-117.06,33.17,4,5465,974,2844,950,4.4477,174800
-117.14,33.12,7,6126,1032,2662,923,4.9005,264000
-117.06,33.09,11,7483,1276,3516,1261,4.0484,262500
-117.05,33.1,13,5516,746,2119,662,6.1868,320200
-117.04,33.09,16,4677,581,1902,566,6.1834,335600
-116.93,33.06,16,3490,545,1628,535,4.8836,239900
-116.84,33.08,15,2755,519,1474,460,4.0408,225900
-116.77,33.08,13,1406,260,737,279,5.5842,239100
-116.84,33.01,5,5673,855,2592,797,5.4155,199200
-116.9,33.03,11,3213,634,1975,579,3.475,167200
-116.67,32.97,16,349,74,120,43,5.359,193800
-116.26,33.07,17,934,284,452,184,1.9875,83700
-116.37,33.19,12,4890,1152,1289,570,2.5795,98700
-122.41,37.8,52,1724,416,1016,395,3.3839,400000
-122.42,37.8,52,3321,1115,1576,1034,2.0987,458300
-122.39,37.8,25,4561,1474,1525,1169,4.5581,500001
-122.4,37.79,52,1185,660,1007,623,1.4552,450000
-122.41,37.79,52,5783,2747,4518,2538,1.724,225000
-122.42,37.78,27,1728,884,1211,752,0.8543,500001
-122.44,37.8,52,2865,593,1029,577,5.2539,500001
-122.44,37.8,52,1603,487,727,464,3.9856,500001
-122.43,37.8,52,1976,726,1045,669,3.6893,475000
-122.43,37.8,52,2696,572,925,552,5.0365,500000
-122.42,37.8,52,4079,1112,1466,1024,4.5913,500001
-122.43,37.79,52,3486,847,1248,813,7.2623,500001
-122.44,37.79,52,1335,151,402,157,10.8783,500001
-122.44,37.79,52,2045,353,722,327,8.0755,500001
-122.45,37.79,52,3069,579,1107,536,5.5634,500001
-122.44,37.79,52,1817,535,800,487,3.975,500001
-122.43,37.79,52,3522,938,1319,887,4.3986,500001
-122.45,37.78,52,3975,716,1515,691,5.0156,500001
-122.45,37.78,52,1345,291,560,294,3.7159,494400
-122.45,37.78,52,2686,606,1392,578,4,355300
-122.45,37.78,43,1452,397,897,393,4.1319,322700
-122.45,37.78,52,2033,438,2198,418,3.6667,418400
-122.44,37.78,31,1364,386,707,379,3.1607,293800
-122.45,37.77,52,2339,548,1090,507,3.3679,350000
-122.45,37.77,52,2191,627,1100,585,3.0409,500000
-122.42,37.77,52,1086,349,589,361,2.5186,250000
-122.44,37.76,38,2202,452,833,435,6.8939,455900
-122.41,37.78,52,1534,763,1520,614,1.4554,375000
-122.41,37.78,52,254,72,153,29,3.8625,350000
-122.37,37.81,26,5416,1045,4531,962,2.7909,250000
-122.42,37.77,52,759,323,421,255,2.0548,162500
-122.42,37.77,52,1176,493,1136,436,1.375,312500
-122.44,37.75,28,4930,1381,2232,1321,4.3232,316200
-122.44,37.76,52,2110,454,816,438,3.9079,370000
-122.42,37.76,52,4407,1192,2280,1076,3.3937,270000
-122.42,37.76,52,1494,610,1630,590,1.65,265000
-122.42,37.75,52,1855,611,1715,614,2.1289,250000
-122.43,37.75,52,1970,495,871,474,4.0625,355600
-122.44,37.75,52,2082,425,801,411,4.2708,368900
-122.44,37.75,46,1519,291,573,289,4.2667,338800
-122.44,37.75,52,1573,334,725,338,5.0505,380400
-122.43,37.75,52,2960,623,1191,589,3.95,347700
-122.42,37.74,52,2713,624,1370,594,4.6547,325700
-122.43,37.74,52,2229,498,1079,472,5.0196,324300
-122.44,37.74,23,6291,1269,2818,1198,4.2672,391900
-122.43,37.74,52,1514,314,724,301,5.3292,300900
-122.4,37.76,52,1529,385,1347,348,2.9312,239100
-122.41,37.76,52,2605,678,2071,611,3.2964,265000
-122.41,37.75,52,2452,623,1932,549,2.3903,236100
-122.4,37.74,45,2462,509,1587,450,2.59,211800
-122.38,37.73,15,6804,1664,4737,1581,1.4133,203400
-122.39,37.73,52,1070,224,567,207,2.8603,189000
-122.41,37.74,38,1754,382,928,354,4.1417,270800
-122.44,37.72,52,1775,347,1102,367,4.3125,267200
-122.41,37.72,35,2104,434,1225,410,4.8214,242900
-122.41,37.72,32,1650,316,904,295,4.0583,236200
-122.43,37.72,50,2912,562,1989,537,3.6667,252600
-122.43,37.72,49,3427,696,2363,661,3.6885,254000
-122.44,37.72,48,2675,585,1773,540,3.9565,268500
-122.45,37.71,52,1658,322,1086,326,3.8583,261600
-122.43,37.71,35,2878,564,1633,528,4.5,266900
-122.41,37.71,40,2054,433,1738,429,4.9926,213900
-122.4,37.72,41,1975,440,1528,424,3.8625,218300
-122.47,37.76,52,2680,740,1587,713,2.5933,359600
-122.47,37.75,46,3238,544,1293,470,6.1592,381700
-122.46,37.73,52,3547,506,1276,491,8.0069,426800
-122.47,37.73,52,2151,280,762,274,10.7309,500001
-122.47,37.72,46,1836,319,767,302,5.9114,399000
-122.45,37.73,52,2510,438,1153,407,5.1238,335100
-122.45,37.72,47,1773,345,1083,315,4.475,221200
-122.46,37.72,49,1207,255,658,220,4.0859,228600
-122.47,37.71,44,2547,511,1577,516,4.1939,237900
-122.46,37.72,37,1833,388,1093,363,3.0703,211800
-122.48,37.76,52,2684,574,1395,549,3.9097,323800
-122.49,37.76,52,1382,230,708,279,5.8096,339800
-122.49,37.76,52,2564,502,1092,459,3.5302,329600
-122.48,37.75,52,2074,401,1136,409,4.7703,331000
-122.49,37.75,48,2181,419,1041,379,3.7361,320200
-122.49,37.75,48,2387,424,1041,408,3.7562,321200
-122.48,37.74,52,2166,423,1072,370,4.131,314300
-122.51,37.76,43,2527,619,1332,558,3.0465,274200
-122.5,37.75,46,2298,457,1429,477,4.0217,272400
-122.47,37.78,52,1941,436,955,425,4.1339,396400
-122.48,37.78,44,3371,794,1738,753,3.1653,335300
-122.49,37.78,46,3304,792,1783,777,3.6148,352200
-122.48,37.78,52,2666,515,1362,494,4.218,393800
-122.42,37.72,42,4219,1125,3549,993,1.2387,212800
-122.4,37.71,47,1649,328,1183,356,3.3625,223700
-121.29,37.95,16,761,306,438,282,0.7714,87500
-121.29,37.97,52,1610,480,1025,440,1.2962,110200
-121.31,37.96,52,2654,468,1157,494,3.226,107600
-121.28,37.94,48,1766,444,1406,421,1.7039,52700
-121.31,37.94,41,375,108,323,98,1.9531,45000
-121.3,37.94,40,452,109,412,97,1.3417,60800
-121.31,37.96,52,1938,332,788,320,3.6094,118400
-121.32,37.96,47,1700,344,922,357,3.1845,87200
-121.29,37.98,42,625,143,533,159,2.625,65400
-121.3,37.98,47,2373,461,990,444,4.175,98300
-121.3,37.99,38,2375,494,1167,471,2.6673,87500
-121.28,37.99,42,495,116,284,97,2.8854,55700
-121.26,37.98,32,3274,820,2050,738,2.1265,55700
-121.29,37.99,45,965,198,498,195,1.6944,75200
-121.26,37.96,43,527,133,367,152,2.5,63600
-121.26,37.96,40,535,105,335,102,2.5234,62800
-121.25,37.95,46,2001,428,1384,401,1.9402,62200
-121.29,37.93,37,2488,578,1854,514,2.551,59100
-121.28,37.93,23,1491,346,1223,343,2.1591,67800
-121.36,38.01,16,2178,667,1192,579,2.3339,87100
-121.33,38.01,27,1612,234,630,255,5.318,155100
-121.34,38,32,3877,687,1642,647,4.0444,129200
-121.31,37.99,15,3103,965,3061,861,1.3729,110300
-121.33,38.03,19,1708,291,906,288,4.918,130600
-121.35,38.04,5,4303,613,2206,621,5.5842,159100
-121.36,38.04,9,2167,370,1290,351,5.0285,148200
-121.34,38.03,12,2707,433,1200,380,4.9861,133500
-121.36,38.03,14,2356,438,1378,481,3.7375,138800
-121.32,38.03,25,2474,513,1947,524,2.5742,98400
-121.29,38.03,7,2021,441,1615,406,2.5842,111300
-121.29,38,4,1392,322,1784,309,2.375,124500
-121.27,38.02,32,342,58,138,52,2.9821,155000
-121.19,38.04,35,703,117,290,107,3.225,177100
-121.17,37.97,28,1374,248,769,229,3.6389,130400
-121.23,37.95,32,2081,472,1342,411,2.7958,59000
-121.23,37.87,49,98,24,59,26,3.65,162500
-121.49,37.94,31,1860,394,1848,293,2.2891,162500
-121.38,37.88,44,1158,226,1094,224,2.6842,156300
-121.29,38.13,31,1008,212,453,195,2.3917,113500
-121.27,38.14,33,3557,894,2659,894,2.2883,86900
-121.27,38.13,40,2402,509,1197,486,2.1771,98200
-121.29,38.13,20,3168,514,1390,490,5,154800
-121.28,38.11,10,2974,588,1559,568,3.8825,136800
-121.27,38.11,15,2039,384,1178,375,3.8672,120100
-121.25,38.14,16,1174,242,464,261,2.3,133300
-121.26,38.14,10,3371,665,1823,654,3.5333,116800
-120.97,37.84,28,2368,430,1231,403,2.883,141900
-121.25,37.76,22,2430,417,1292,391,3.4009,182400
-121.21,37.8,44,300,72,160,73,2.1786,120800
-121.21,37.79,33,811,185,446,198,1.6724,96900
-121.21,37.8,33,1862,429,971,389,2.6053,99200
-121.2,37.8,37,311,61,171,54,4.0972,101800
-121.18,37.79,16,1326,286,509,297,1.9464,112500
-121.23,37.78,20,273,49,149,49,4.8229,158300
-121.27,37.79,16,1853,390,1013,362,2.7083,173900
-121.23,37.79,21,1922,373,1130,372,4.0815,117900
-121.28,37.83,32,696,151,443,144,2.5156,86300
-121.44,37.7,5,1365,196,591,156,6.0389,215100
-121.42,37.74,38,773,147,320,134,2.825,152500
-121.43,37.75,41,1717,325,855,303,2.75,127300
-121.44,37.76,5,7264,1285,3670,1146,5.0443,194800
-121.42,37.74,19,1393,367,915,355,1.1957,103100
-121.43,37.73,40,1718,391,1312,388,2.9955,134700
-120.67,35.63,8,2690,410,1085,381,4.2841,256700
-120.82,35.32,12,3522,683,1780,662,3.3958,215800
-120.83,35.32,11,3252,701,1814,660,3.2226,183200
-120.8,35.33,20,2200,393,996,365,3.587,330000
-120.66,35.28,46,2054,502,1170,494,2.1786,206300
-120.66,35.26,15,5540,1319,2383,1165,2.2656,226200
-120.67,35.3,32,4202,986,2309,956,2.2165,231700
-120.7,35.31,24,3504,521,1490,506,4.6719,337000
-120.7,35.28,14,3768,682,1884,664,4.6071,239900
-120.57,35.12,39,1656,333,866,317,2.8824,195200
-120.6,35.11,17,2495,524,1292,501,2.2625,153000
-120.6,35.1,16,3290,686,1497,655,2.6875,178200
-120.56,35.07,14,6788,1216,2866,1036,3.3603,280200
-120.52,35.06,11,1317,234,655,243,4.3611,329700
-120.66,35.46,17,3748,609,1860,612,4.5179,225600
-120.65,35.41,15,6725,1111,3139,1029,4.1875,261600
-122.41,37.7,23,1817,400,1376,382,2.4113,214200
-122.48,37.7,33,4167,1398,2923,1314,3.049,307000
-122.48,37.71,39,3615,632,1571,615,5.1149,314200
-122.49,37.68,35,2405,461,1583,471,5.0659,238000
-122.48,37.69,43,2661,455,1384,456,4.2421,257500
-122.48,37.68,31,3506,653,2296,645,5.5647,268700
-122.43,37.66,29,3541,786,2259,770,4.3039,278400
